Abbreviation of the operating point,Name of the operating point,Abkuerzung Betriebspunkt Strecke,Name of operating point distance,LINIE,Kilometry of the operating point,LINIENNAME,VERWALTUNG,E,N,BPUIC,Didok Nummer,Name Haltestelle,lod,geopos_x,geopos_y
LOP,Locarno (fine binario),LO,Locarno,630,172.00866000000002,Giubiasco - Locarno,SBB,2705169.1180000002,1114355.764,8515410,15410,Locarno (fine binario),http://lod.opentransportdata.swiss/didok/8515410,46.1724633201,8.80048025557
LOSI,Losinger (embr),LOSI,Losinger (embr),131,3.528,Les Paluds - St-Gingolph (Frontiere),SBB,2564816.715,1121407.389,8501438,1438,Losinger (embr),http://lod.opentransportdata.swiss/didok/8501438,46.2431783484,6.98248496819
LQ,Landquart,LQ,Landquart,910,0.0,Landquart - Klosters - Sagliains,SBB,2760969.2610000004,1203988.14,8509002,9002,Landquart,http://lod.opentransportdata.swiss/didok/8509002,46.9674404286,9.55404467894
LSGS,Lichtensteig Sud (Abzw),LSG,Lichtensteig,870,51.05153,St.Gallen West - Lichtensteig,SOB,2724127.45,1241954.275,8515454,15454,Lichtensteig Süd (Abzw),http://lod.opentransportdata.swiss/didok/8515454,47.3167769115,9.08048148633
LTG,Langenthal GB,LTG,Langenthal GB,450,60.376000000000005,Olten Sud - Bern,SBB,2625107.252,1229371.11,8508144,8144,Langenthal GB,http://lod.opentransportdata.swiss/didok/8508144,47.2147993224,7.77006865637
LTH,Langenthal,LTH,Langenthal,413,0.0,Langenthal - Niederbipp,SBB,2626215.515,1229654.225,8508100,8100,Langenthal,http://lod.opentransportdata.swiss/didok/8508100,47.2173029163,7.78471520185
LTK,Lausanne-Triage K,LT,Lausanne-Triage,171,10.89228,Lausanne-Triage F - Lausanne-Triage Sud,SBB,2530028.992,1152934.562,8518429,18429,Lausanne-Triage K,http://lod.opentransportdata.swiss/didok/8518429,46.5240410783,6.52672482305
LTN,Lausanne-Triage Nord,LTN,Lausanne-Triage Nord,168,6.746180000000001,Archy A - Lausanne-Triage Nord,SBB,2532295.94,1154574.658,8501142,1142,Lausanne-Triage Nord,http://lod.opentransportdata.swiss/didok/8501142,46.5390274048,6.55602601746
LTN,Lausanne-Triage Nord,LTN,Lausanne-Triage Nord,169,13.839210000000001,Lausanne-Triage sect. - Bussigny,SBB,2532295.94,1154574.658,8501142,1142,Lausanne-Triage Nord,http://lod.opentransportdata.swiss/didok/8501142,46.5390274048,6.55602601746
LTSE,Lausanne-Triage sectionnement,LT,Lausanne-Triage,169,10.266919999999999,Lausanne-Triage sect. - Bussigny,SBB,2529608.62,1152608.89,8515342,15342,Lausanne-Triage sectionnement,http://lod.opentransportdata.swiss/didok/8515342,46.5210675228,6.52129645154
LU,Luchsingen-Hatzingen,LU,Luchsingen-Hatzingen,736,78.69079,Ziegelbrucke Ost - Linthal Gleisende,SBB,2721791.08,1202796.601,8503236,3236,Luchsingen-Hätzingen,http://lod.opentransportdata.swiss/didok/8503236,46.9650706832,9.03902248657
LUC,Lucens,LUC,Lucens,251,43.38158,Palezieux Est - Lyss Nord,SBB,2554386.5409999997,1173125.447,8504121,4121,Lucens,http://lod.opentransportdata.swiss/didok/8504121,46.7077714014,6.84215021973
LUT,Luterbach-Attisholz,LUT,Luterbach-Attisholz,410,70.34980999999999,Olten - Solothurn - Biel/Bienne,SBB,2610975.661,1229589.607,8500208,208,Luterbach-Attisholz,http://lod.opentransportdata.swiss/didok/8500208,47.2171492197,7.58352344644
LVE,Le Verney (embr),LVE,Le Verney (embr),111,7.1,Vevey Ouest - Puidoux-Chexbres,SBB,2548128.461,1148744.469,8504009,4009,Le Verney (embr),http://lod.opentransportdata.swiss/didok/8504009,46.488000854,6.76306826066
LZZB,Luzern Einfahrt zb,LZ,Luzern,470,0.76799,Luzern - Meiringen,SBB,2666235.0919999997,1210759.785,8518891,18891,Luzern Einfahrt zb,http://lod.opentransportdata.swiss/didok/8518891,47.0445636205,8.31023842072
MA,Martigny,MA,Martigny,100,66.49553,Lausanne - Simplon Tunnel I - Iselle,SBB,2572200.17,1106100.379,8501500,1500,Martigny,http://lod.opentransportdata.swiss/didok/8501500,46.1058312162,7.07912412843
MA,Martigny,MA,Martigny,132,0.0,Martigny - Le Chatelard-Frontiere,SBB,2572200.17,1106100.379,8501500,1500,Martigny,http://lod.opentransportdata.swiss/didok/8501500,46.1058312162,7.07912412843
MAET,Magenwil West (Abzw),MAEG,Magenwil,650,26.28803,Killwangen West - Lenzburg - Daniken Ost,SBB,2659784.8340000003,1251697.3159999999,8519042,19042,Mägenwil West (Abzw),http://lod.opentransportdata.swiss/didok/8519042,47.4133750569,8.23079978018
MAG,Magadino-Vira,MAG,Magadino-Vira,631,166.96358,Cadenazzo - Pino confine,SBB,2709061.8189999997,1111406.221,8505406,5406,Magadino-Vira,http://lod.opentransportdata.swiss/didok/8505406,46.1453157086,8.85018905603
MAH,Mahlenwald,MAH,Mahlenwald,225,37.26975,Biel/Bienne West - La Chaux-de-Fonds,SBB,2586639.534,1222620.159,8504343,4343,Mahlenwald,http://lod.opentransportdata.swiss/didok/8504343,47.1544144565,7.26245667714
MAL,Malters,MAL,Malters,460,83.115,Gumligen Sud - Fluhmuhle,SBB,2656494.4930000002,1209994.807,8508218,8218,Malters,http://lod.opentransportdata.swiss/didok/8508218,47.0385842485,8.18197191269
MAS,Massongex,MAS,Massongex,131,3.19935,Les Paluds - St-Gingolph (Frontiere),SBB,2565060.378,1121186.789,8501420,1420,Massongex,http://lod.opentransportdata.swiss/didok/8501420,46.2412066868,6.98566056831
MASN,Massagno Nord,MASN,Massagno Nord,608,178.61688999999998,Massagno - Lugano (binario destro),SBB,2715702.5689999997,1097353.876,8515412,15412,Massagno Nord,http://lod.opentransportdata.swiss/didok/8515412,46.0178228866,8.93265413406
MD,Moudon,MD,Moudon,251,37.97572,Palezieux Est - Lyss Nord,SBB,2551319.277,1168734.577,8504120,4120,Moudon,http://lod.opentransportdata.swiss/didok/8504120,46.6680573682,6.80250797789
MELN,Mellikon,MELN,Mellikon,701,36.19319,Eglisau - Koblenz - Stein Sackingen Ost,SBB,2668769.054,1269042.0359999998,8503414,3414,Mellikon,http://lod.opentransportdata.swiss/didok/8503414,47.5684847165,8.35251066285
MELS,Mels,MELS,Mels,890,2.5487599999999997,Sargans Ost - Ziegelbrucke,SBB,2750358.983,1213309.231,8509412,9412,Mels,http://lod.opentransportdata.swiss/didok/8509412,47.053746248,9.41775823249
MEN,Mendrisio,MEN,Mendrisio,600,198.71338,Immensee - Bellinzona - Chiasso,SBB,2719585.752,1080893.637,8505305,5305,Mendrisio,http://lod.opentransportdata.swiss/didok/8505305,45.8691086354,8.97861089463
MENS,Mendrisio Sud (bif),MEN,Mendrisio,600,199.24598999999998,Immensee - Bellinzona - Chiasso,SBB,2719252.363,1080480.25,8515415,15415,Mendrisio Sud (bif),http://lod.opentransportdata.swiss/didok/8515415,45.8654495677,8.9742145691
MEZC,Mezzovico (c bin),MEZC,Mezzovico (c bin),600,170.03,Immensee - Bellinzona - Chiasso,SBB,2714798.222,1104794.9340000001,8505248,5248,Mezzovico (c bin),http://lod.opentransportdata.swiss/didok/8505248,46.0849012774,8.92279711841
MIES,Mies,MIES,Mies,150,49.678000000000004,Lausanne - Geneve-Aeroport,SBB,2502072.965,1128248.186,8501014,1014,Mies,http://lod.opentransportdata.swiss/didok/8501014,46.2984888736,6.16765471213
MIT,Mitlodi,MIT,Mitlodi,736,72.26971999999999,Ziegelbrucke Ost - Linthal Gleisende,SBB,2724896.394,1207871.35,8503232,3232,Mitlödi,http://lod.opentransportdata.swiss/didok/8503232,47.0101316138,9.08121188749
ML,Meilen,ML,Meilen,730,19.46176,Zurich Stadelhofen - Rapperswil,SBB,2691235.47,1236134.851,8503104,3104,Meilen,http://lod.opentransportdata.swiss/didok/8503104,47.2698111422,8.64431191081
MOR,Morges,MOR,Morges,150,12.5035,Lausanne - Geneve-Aeroport,SBB,2527498.454,1151525.985,8501037,1037,Morges,http://lod.opentransportdata.swiss/didok/8501037,46.5111011525,6.49396944931
MOSM,Mendrisio S. Martino,MOSM,Mendrisio S. Martino,600,197.702,Immensee - Bellinzona - Chiasso,SBB,2719915.9869999997,1081802.062,8518475,18475,Mendrisio S Martino,http://lod.opentransportdata.swiss/didok/8518475,45.8772201808,8.9830927586
MRT,Murten/Morat,MRT,Murten/Morat,251,76.52105999999999,Palezieux Est - Lyss Nord,SBB,2575372.918,1197189.989,8504128,4128,Murten/Morat,http://lod.opentransportdata.swiss/didok/8504128,46.9253467003,7.11528267368
MSCH,Munsterlingen-Scherzingen,MSCH,Munsterlingen-Scherzingen,824,96.16578,Romanshorn - Konstanz,SBB,2734401.04,1277394.3090000001,8506126,6126,Münsterlingen-Scherzingen,http://lod.opentransportdata.swiss/didok/8506126,47.6334266485,9.22701176502
MST,Munchenstein,MST,Munchenstein,230,118.30169,Delemont Est - Basel SBB Ost,SBB,2613481.875,1262532.235,8500119,119,Münchenstein,http://lod.opentransportdata.swiss/didok/8500119,47.5133973174,7.61759675648
MTL,Marthalen,MTL,Marthalen,762,45.988,Winterthur Nord - Schaffhausen RB Ost,SBB,2691500.883,1276344.73,8506048,6048,Marthalen,http://lod.opentransportdata.swiss/didok/8506048,47.6313797471,8.65606281075
MTR,Matran,MTR,Matran,250,60.376999999999995,Lausanne Est - Bern,SBB,2573862.953,1182031.892,8504029,4029,Matran,http://lod.opentransportdata.swiss/didok/8504029,46.7889383771,7.09632855465
MU,Muttenz,MU,Muttenz,521,4.83847,Umfahrung Sud: Basel SBB RB I - Muttenz,SBB,2615758.188,1264783.152,8500020,20,Muttenz,http://lod.opentransportdata.swiss/didok/8500020,47.5335911939,7.6478944534
MUEH,Muhlau,MUEH,Muhlau,653,88.46876,Gexi Ost - Rotkreuz - Immensee West,SBB,2671941.07,1230889.581,8502217,2217,Mühlau,http://lod.opentransportdata.swiss/didok/8502217,47.2250199782,8.38852402732
MUN,Muntelier,MUN,Muntelier,256,24.7374,Muntelier GFM - Ins,SBB,2577113.116,1198947.034,8504149,4149,Muntelier,http://lod.opentransportdata.swiss/didok/8504149,46.9412139742,7.13804230161
NB,Niederbipp,NB,Niederbipp,413,10.985999999999999,Langenthal - Niederbipp,SBB,2619386.781,1235531.5420000001,8500211,211,Niederbipp,http://lod.opentransportdata.swiss/didok/8500211,47.2704017164,7.69481805402
NE,Neuchatel,NE,Neuchatel,215,75.29488,Neuchatel - Neuchatel Est,SBB,2561746.781,1205197.457,8504221,4221,Neuchâtel,http://lod.opentransportdata.swiss/didok/8504221,46.9967268195,6.93570168072
NEGO,Neugut Ost bei DUE (Abzw),NEGW,Neugut West bei DUE (Abzw),746,108.00705,Neugut Ost (Abzw) - Chriesbach (Abzw),SBB,2688023.914,1251057.725,8515456,15456,Neugut Ost bei DUE (Abzw),http://lod.opentransportdata.swiss/didok/8515456,47.4044540299,8.60480784453
NEGW,Neugut West bei DUE (Abzw),NEGW,Neugut West bei DUE (Abzw),745,107.7601,ZH Langstrasse - Dietlikon Sud (S-Bahn),SBB,2687824.812,1250911.705,8515457,15457,Neugut West bei DUE (Abzw),http://lod.opentransportdata.swiss/didok/8515457,47.4031673379,8.60214177405
NEGW,Neugut West bei DUE (Abzw),NEGW,Neugut West bei DUE (Abzw),747,107.7601,Neugut West (Abzw) - Chriesbach (Abzw),SBB,2687824.812,1250911.705,8515457,15457,Neugut West bei DUE (Abzw),http://lod.opentransportdata.swiss/didok/8515457,47.4031673379,8.60214177405
NEMA,Neuchatel Est (bif),NE,Neuchatel,210,76.14,Daillens - Biel/Bienne,SBB,2562483.432,1205610.87,8504242,4242,Neuchâtel Est (bif),http://lod.opentransportdata.swiss/didok/8504242,47.0004875829,6.94535218272
NESE,Neuchatel-Serrieres,NESE,Neuchatel-Serrieres,210,72.39005999999999,Daillens - Biel/Bienne,SBB,2559277.384,1203794.76,8504220,4220,Neuchâtel-Serrières,http://lod.opentransportdata.swiss/didok/8504220,46.9839623251,6.903362631
NG,Niederglatt,NG,Niederglatt,760,15.25639,Zurich Hardbrucke  - Bulach,SBB,2680238.503,1260178.196,8503313,3313,Niederglatt,http://lod.opentransportdata.swiss/didok/8503313,47.4874710565,8.50331553647
NGR,Neugrut (Verzw),NGR,Neugrut (Verzw),880,6.585939999999999,Sargans Ost - St.Gallen,SBB,2756368.43,1217277.054,8509422,9422,Neugrüt (Verzw),http://lod.opentransportdata.swiss/didok/8509422,47.0880335174,9.49819395072
NIDB,Nidelbad (Abzw),NIDB,Nidelbad (Abzw),725,9.674560000000001,Nidelbad - Nidelbad Ost,SBB,2683374.446,1240733.372,8503328,3328,Nidelbad (Abzw),http://lod.opentransportdata.swiss/didok/8503328,47.3122078958,8.54129600179
NV,La Neuveville,NV,La Neuveville,210,90.04861,Daillens - Biel/Bienne,SBB,2573912.9869999997,1212480.91,8504226,4226,La Neuveville,http://lod.opentransportdata.swiss/didok/8504226,47.0628327875,7.09523245151
OEN,Oensingen,OEN,Oensingen,412,0.0,Oensingen - Balsthal,SBB,2620520.2180000003,1237162.272,8500212,212,Oensingen,http://lod.opentransportdata.swiss/didok/8500212,47.2850350875,7.70987034835
OF,Otelfingen,OF,Otelfingen,705,33.835879999999996,Tanklager Otelfingen Ost - Otelfingen,SBB,2671556.9159999997,1256449.115,8503528,3528,Otelfingen,http://lod.opentransportdata.swiss/didok/8503528,47.4549361571,8.38753248433
OI,Oberruti,OI,Oberruti,653,95.21576,Gexi Ost - Rotkreuz - Immensee West,SBB,2673253.001,1224335.261,8502219,2219,Oberrüti,http://lod.opentransportdata.swiss/didok/8502219,47.1659261632,8.4047794455
OL,Olten,OL,Olten,503,39.29156,Sissach - Laufelfingen - Olten,SBB,2635441.909,1244670.5320000001,8500218,218,Olten,http://lod.opentransportdata.swiss/didok/8500218,47.3519347412,7.90769966099
OL,Olten,OL,Olten,540,39.30213,Olten - Woschnau,SBB,2635441.909,1244670.5320000001,8500218,218,Olten,http://lod.opentransportdata.swiss/didok/8500218,47.3519347412,7.90769966099
OLN,Olten Nord (Abzw),OL,Olten,9501,27.4,Projekt Juradurchstich,SBB,2636215.64,1246124.591,8500243,243,Olten Nord (Abzw),http://lod.opentransportdata.swiss/didok/8500243,47.3649707491,7.9180571857
OR,Oron,OR,Oron,250,24.37065,Lausanne Est - Bern,SBB,2553885.1580000003,1158096.289,8504020,4020,Oron,http://lod.opentransportdata.swiss/didok/8504020,46.5725456189,6.83710416999
OSS,Ossingen,OSS,Ossingen,821,19.471610000000002,Oberwinterthur - Etzwilen West (Abzw),SBB,2696645.7819999997,1274562.348,8506023,6023,Ossingen,http://lod.opentransportdata.swiss/didok/8506023,47.6146139832,8.72411652563
OTH,Othmarsingen,OTH,Othmarsingen,647,8.71671,Brugg - Hendschiken Nord,SBB,2658584.326,1251024.693,8502105,2105,Othmarsingen,http://lod.opentransportdata.swiss/didok/8502105,47.4074334806,8.21480554704
OWA,Oberwangen,OWA,Oberwangen,250,89.3712,Lausanne Est - Bern,SBB,2594177.171,1195943.89,8504117,4117,Oberwangen,http://lod.opentransportdata.swiss/didok/8504117,46.9145710857,7.36219564213
OWTP,Oberwinterthur SA Punten,OWTP,Oberwinterthur SA Punten,842,31.517559999999996,Oberwinterthur - SA Punten,SBB,2700453.973,1264374.13,8518875,18875,Oberwinterthur SA Pünten,http://lod.opentransportdata.swiss/didok/8518875,47.5224256057,8.77245645473
PAY,Payerne,PAY,Payerne,251,58.4689,Palezieux Est - Lyss Nord,SBB,2561939.492,1185510.189,8504134,4134,Payerne,http://lod.opentransportdata.swiss/didok/8504134,46.8196499681,6.93988489691
PAYE,Payerne Est (bif),PAY,Payerne,253,28.927,Payerne Est - Fribourg Nord,SBB,2562566.951,1186322.89,8515351,15351,Payerne Est (bif),http://lod.opentransportdata.swiss/didok/8515351,46.8269960224,6.94804022988
POLN,Pollegio Nord (dira),POLN,Pollegio Nord (dira),590,157.54586,Verbindungslinie GBT Pollegio Nord,SBB,2714923.387,1136273.164,8515974,15974,Pollegio Nord (dira),http://lod.opentransportdata.swiss/didok/8515974,46.3679947526,8.93216176521
PRO,Pratteln Ost (Abzw),PR,Pratteln,700,79.79974,Brugg - Pratteln Ost,SBB,2619356.034,1263571.75,8515420,15420,Pratteln Ost (Abzw),http://lod.opentransportdata.swiss/didok/8515420,47.5226003177,7.69562177876
PRW,Pratteln West,PR,Pratteln,500,6.86115,Basel SBB - Olten - Luzern,SBB,2617578.999,1263902.794,8515422,15422,Pratteln West,http://lod.opentransportdata.swiss/didok/8515422,47.5256274078,7.67204044495
PUI,Puidoux,PUI,Puidoux,111,7.829,Vevey Ouest - Puidoux-Chexbres,SBB,2548335.067,1149391.962,8504012,4012,Puidoux,http://lod.opentransportdata.swiss/didok/8504012,46.493841211,6.76568652394
PUI,Puidoux,PUI,Puidoux,250,12.1579,Lausanne Est - Bern,SBB,2548335.067,1149391.962,8504012,4012,Puidoux,http://lod.opentransportdata.swiss/didok/8504012,46.493841211,6.76568652394
RBLR,RBL R-Gruppe,RBL,Zurich RB Limmattal,693,13.32771,RBL Mitte,SBB,2671378.919,1252562.9540000001,8503549,3549,RBL R-Gruppe,http://lod.opentransportdata.swiss/didok/8503549,47.4200056002,8.38455117579
RCK,Rheineck,RCK,Rheineck,858,0.034339999999999996,Rheineck - Walzenhausen,SBB,2762250.6810000003,1259570.7179999999,8506313,6313,Rheineck,http://lod.opentransportdata.swiss/didok/8506313,47.4668859521,9.5909126225
RE,Renan BE,RE,Renan BE,225,69.02207,Biel/Bienne West - La Chaux-de-Fonds,SBB,2561055.9269999997,1219542.875,8504312,4312,Renan BE,http://lod.opentransportdata.swiss/didok/8504312,47.1257205019,6.92538212958
REK,Rekingen AG,REK,Rekingen AG,701,38.11655,Eglisau - Koblenz - Stein Sackingen Ost,SBB,2666857.0719999997,1269185.398,8503408,3408,Rekingen AG,http://lod.opentransportdata.swiss/didok/8503408,47.5699714096,8.32712565233
RENB,Renens VD Est (bif),REN,Renens VD,175,3.7855199999999996,Lausanne - (LSSB) - Renens VD Est,SBB,2534670.41,1153906.7079999999,8515354,15354,Renens VD Est (bif),http://lod.opentransportdata.swiss/didok/8515354,46.533255646,6.58707263262
RENO,Renens VD Ouest (bif),REN,Renens VD,166,5.18021,Renens VD Ouest - Lausanne-Triage Est,SBB,2533530.071,1154756.64,8515355,15355,Renens VD Ouest (bif),http://lod.opentransportdata.swiss/didok/8515355,46.5407882913,6.57208699433
RENO,Renens VD Ouest (bif),REN,Renens VD,200,5.18021,Renens VD Ouest - Vallorbe,SBB,2533530.071,1154756.64,8515355,15355,Renens VD Ouest (bif),http://lod.opentransportdata.swiss/didok/8515355,46.5407882913,6.57208699433
RFAU,Rheinfelden Augarten,RFAU,Rheinfelden Augarten,700,73.548,Brugg - Pratteln Ost,SBB,2624798.754,1266180.277,8500313,313,Rheinfelden Augarten,http://lod.opentransportdata.swiss/didok/8500313,47.5458782616,7.76803182134
RH,Romanshorn,RH,Romanshorn,840,82.15071999999999,Winterthur Nord - Romanshorn,SBB,2746035.7060000002,1270118.504,8506121,6121,Romanshorn,http://lod.opentransportdata.swiss/didok/8506121,47.565522828,9.37937134408
RIA,Riazzino-Cugnasco,RIA,Riazzino-Cugnasco,630,163.93719,Giubiasco - Locarno,SBB,2712750.7830000003,1114542.324,8505403,5403,Riazzino-Cugnasco,http://lod.opentransportdata.swiss/didok/8505403,46.1729147321,8.89867833108
RIBN,Rivera-Bironico Nord,RIB,Rivera-Bironico,600,164.71027,Immensee - Bellinzona - Chiasso,SBB,2714760.488,1109622.048,8515423,15423,Rivera-Bironico Nord,http://lod.opentransportdata.swiss/didok/8515423,46.1283225378,8.92349053649
RK,Rotkreuz,RK,Rotkreuz,660,48.9998,Thalwil - Zug - Fluhmuhle,SBB,2675236.605,1221673.577,8502202,2202,Rotkreuz,http://lod.opentransportdata.swiss/didok/8502202,47.1417641936,8.43049533031
ROME,Romont Est (racc),ROME,Romont Est (racc),250,41.56,Lausanne Est - Bern,SBB,2560632.914,1172455.366,8515356,15356,Romont Est (racc),http://lod.opentransportdata.swiss/didok/8515356,46.7021427315,6.92388899317
RTR,Rothrist,RTR,Rothrist,450,46.20125,Olten Sud - Bern,SBB,2633331.79,1239601.841,8508103,8103,Rothrist,http://lod.opentransportdata.swiss/didok/8508103,47.3064556705,7.87939646797
RUC,Ruchfeld,RUC,Ruchfeld,230,120.6709,Delemont Est - Basel SBB Ost,SBB,2613061.06,1264814.634,8500046,46,Ruchfeld,http://lod.opentransportdata.swiss/didok/8500046,47.5339332271,7.61207697245
RUES,Ruschlikon,RUES,Ruschlikon,720,10.64127,ZH Langstrasse - Thalwil - Ziegelbrucke,SBB,2684430.887,1240183.9009999998,8503201,3201,Rüschlikon,http://lod.opentransportdata.swiss/didok/8503201,47.3071318652,8.55516269432
RUTT,Rutti (Abzw),RUTT,Rutti (Abzw),450,100.22376,Olten Sud - Bern,SBB,2602094.215,1204325.465,8508049,8049,Rütti (Abzw),http://lod.opentransportdata.swiss/didok/8508049,46.9899878127,7.46616160737
RUTT,Rutti (Abzw),RUTT,Rutti (Abzw),459,100.20899,Rutti - Lochligut,SBB,2602094.215,1204325.465,8508049,8049,Rütti (Abzw),http://lod.opentransportdata.swiss/didok/8508049,46.9899878127,7.46616160737
RYAB,Rynacht (Abzw),RYAB,Rynacht (Abzw),600,38.95016,Immensee - Bellinzona - Chiasso,SBB,2691856.2789999996,1188733.456,8516251,16251,Rynächt (Abzw),http://lod.opentransportdata.swiss/didok/8516251,46.8434016193,8.64290161721
SAD,S. Antonino (dira),SAN,S. Antonino,630,156.58839,Giubiasco - Locarno,SBB,2718769.8989999997,1113368.145,8518217,18217,S Antonino (dira),http://lod.opentransportdata.swiss/didok/8518217,46.1613197639,8.97630380403
SAL,Salgesch,SAL,Salgesch,100,112.25299999999999,Lausanne - Simplon Tunnel I - Iselle,SBB,2610750.444,1128652.854,8501600,1600,Salgesch,http://lod.opentransportdata.swiss/didok/8501600,46.3091953007,7.57819430493
SANO,Sargans Nord,SA,Sargans,880,0.1664,Sargans Ost - St.Gallen,SBB,2752552.664,1212376.602,8515468,15468,Sargans Nord,http://lod.opentransportdata.swiss/didok/8515468,47.0448585961,9.44630632021
SASW,Sargans Schleife West (Abzw),SA,Sargans,900,0.62532,Sargans Ost - Chur West (Gleisende),SBB,2753163.9710000004,1211864.618,8515470,15470,Sargans Schleife West (Abzw),http://lod.opentransportdata.swiss/didok/8515470,47.0401138552,9.45417487686
SBRU,Steinbruch (Agl),SBRU,Steinbruch (Agl),230,101.63917,Delemont Est - Basel SBB Ost,SBB,2605473.59,1252768.116,8500149,149,Steinbruch (Agl),http://lod.opentransportdata.swiss/didok/8500149,47.4256937696,7.51116699194
SCHA,Schachen LU,SCHA,Schachen LU,460,80.13600000000001,Gumligen Sud - Fluhmuhle,SBB,2653552.964,1209899.77,8508217,8217,Schachen LU,http://lod.opentransportdata.swiss/didok/8508217,47.0379733975,8.1432588728
SCHD,Schwanden GL,SCHD,Schwanden GL,736,73.81989,Ziegelbrucke Ost - Linthal Gleisende,SBB,2724642.422,1206389.423,8503233,3233,Schwanden GL,http://lod.opentransportdata.swiss/didok/8503233,46.9968522136,9.07746569672
